I0227 21:34:48.791453       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 21:49:44.037980       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038006       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038026       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038043       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038064       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038085       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038118       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 21:49:44.038154       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038172       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038185       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038200       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038218       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038232       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:44.038264       1 scale_up.go:437] No pod can fit to eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3
I0227 21:49:44.038291       1 scale_up.go:441] No expansion options
I0227 21:49:44.038371       1 static_autoscaler.go:449] Calculating unneeded nodes
I0227 21:49:44.038971       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-85.ap-northeast-2.compute.internal - no node group config
I0227 21:49:44.038993       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-168.ap-northeast-2.compute.internal - no node group config
I0227 21:49:44.039155       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-133.ap-northeast-2.compute.internal - no node group config
I0227 21:49:44.039175       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-200.ap-northeast-2.compute.internal - no node group config
I0227 21:49:44.039187       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-174.ap-northeast-2.compute.internal - no node group config
I0227 21:49:44.039200       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-39.ap-northeast-2.compute.internal - no node group config
I0227 21:49:44.039228       1 scale_down.go:423] Node ip-172-31-37-93.ap-northeast-2.compute.internal is not suitable for removal - cpu utilization too big (0.634715)
I0227 21:49:44.039271       1 static_autoscaler.go:503] Scale down status: unneededOnly=false lastScaleUpTime=2023-02-22 01:06:24.16122509 +0000 UTC m=+366486.053689406 lastScaleDownDeleteTime=2023-02-24 14:24:51.583444364 +0000 UTC m=+587193.475908686 lastScaleDownFailTime=2023-02-17 19:18:48.020441185 +0000 UTC m=+29.912905494 scaleDownForbidden=false isDeleteInProgress=false scaleDownInCooldown=false
I0227 21:49:44.039305       1 static_autoscaler.go:516] Starting scale down
I0227 21:49:44.039354       1 scale_down.go:868] No candidates for scale down
I0227 21:49:54.059774       1 static_autoscaler.go:229] Starting main loop
I0227 21:49:54.187547       1 auto_scaling_groups.go:351] Regenerating instance to ASG map for ASGs: [eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0 eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3]
I0227 21:49:54.285259       1 auto_scaling.go:199] 2 launch configurations already in cache
I0227 21:49:54.285373       1 aws_manager.go:269] Refreshed ASG list, next refresh after 2023-02-27 21:50:54.285367616 +0000 UTC m=+873156.177831943
I0227 21:49:54.288348       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 21:49:54.288369       1 filter_out_schedulable.go:132] Filtered out 0 pods using hints
I0227 21:49:54.289565       1 filter_out_schedulable.go:170] 0 pods were kept as unschedulable based on caching
I0227 21:49:54.289578       1 filter_out_schedulable.go:171] 0 pods marked as unschedulable can be scheduled.
I0227 21:49:54.289590       1 filter_out_schedulable.go:82] No schedulable pods
I0227 21:49:54.289605       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-c4s2m is unschedulable
I0227 21:49:54.289610       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-f7pns is unschedulable
I0227 21:49:54.289615       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-lxg57 is unschedulable
I0227 21:49:54.289620       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-cdcg5 is unschedulable
I0227 21:49:54.289626       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-zl8ch is unschedulable
I0227 21:49:54.289631       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-8zvx8 is unschedulable
I0227 21:49:54.289713       1 scale_up.go:364] Upcoming 0 nodes
I0227 21:49:54.291289       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291308       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291323       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291337       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291351       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291366       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291392       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 21:49:54.291428       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291440       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291453       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291473       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291485       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291497       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:49:54.291521       1 scale_up.go:437] No pod can fit to eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3
I0227 21:49:54.292853       1 scale_up.go:441] No expansion options
I0227 21:49:54.292947       1 static_autoscaler.go:449] Calculating unneeded nodes
I0227 21:49:54.292971       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-133.ap-northeast-2.compute.internal - no node group config
I0227 21:49:54.292985       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-200.ap-northeast-2.compute.internal - no node group config
I0227 21:49:54.292998       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-174.ap-northeast-2.compute.internal - no node group config
I0227 21:49:54.293011       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-39.ap-northeast-2.compute.internal - no node group config
I0227 21:49:54.293029       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-85.ap-northeast-2.compute.internal - no node group config
I0227 21:49:54.293043       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-168.ap-northeast-2.compute.internal - no node group config
I0227 21:49:54.293066       1 scale_down.go:423] Node ip-172-31-37-93.ap-northeast-2.compute.internal is not suitable for removal - cpu utilization too big (0.634715)
I0227 21:49:54.293102       1 static_autoscaler.go:503] Scale down status: unneededOnly=false lastScaleUpTime=2023-02-22 01:06:24.16122509 +0000 UTC m=+366486.053689406 lastScaleDownDeleteTime=2023-02-24 14:24:51.583444364 +0000 UTC m=+587193.475908686 lastScaleDownFailTime=2023-02-17 19:18:48.020441185 +0000 UTC m=+29.912905494 scaleDownForbidden=false isDeleteInProgress=false scaleDownInCooldown=false
I0227 21:49:54.293135       1 static_autoscaler.go:516] Starting scale down
I0227 21:49:54.293180       1 scale_down.go:868] No candidates for scale down
I0227 21:49:56.320952       1 reflector.go:530] k8s.io/autoscaler/cluster-autoscaler/utils/kubernetes/listers.go:309: Watch close - *v1beta1.PodDisruptionBudget total 8 items received
W0227 21:49:56.323694       1 warnings.go:70] policy/v1beta1 PodDisruptionBudget is deprecated in v1.21+, unavailable in v1.25+; use policy/v1 PodDisruptionBudget
I0227 21:50:04.312097       1 static_autoscaler.go:229] Starting main loop
I0227 21:50:04.312912       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 21:50:04.312934       1 filter_out_schedulable.go:132] Filtered out 0 pods using hints
I0227 21:50:04.314336       1 filter_out_schedulable.go:170] 0 pods were kept as unschedulable based on caching
I0227 21:50:04.314931       1 filter_out_schedulable.go:171] 0 pods marked as unschedulable can be scheduled.
I0227 21:50:04.314951       1 filter_out_schedulable.go:82] No schedulable pods
I0227 21:50:04.314972       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-lxg57 is unschedulable
I0227 21:50:04.315000       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-zl8ch is unschedulable
I0227 21:50:04.315011       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-cdcg5 is unschedulable
I0227 21:50:04.315017       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-8zvx8 is unschedulable
I0227 21:50:04.315023       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-f7pns is unschedulable
I0227 21:50:04.315028       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-c4s2m is unschedulable
I0227 21:50:04.315136       1 scale_up.go:364] Upcoming 0 nodes
I0227 21:50:04.317293       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:50:04.317320       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:50:04.317337       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:50:04.317368       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:50:04.317383       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:50:04.317402       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:50:04.317448       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 21:50:04.317497       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 21:50:04.317519       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
